20100519,A,32.01,32.75,32,32.59,51532
20100519,AA,11.75,11.98,11.53,11.78,450912
20100519,AAPL,249.48,252.92,244.85,248.34,366330
20100519,ABC,31.14,31.58,31,31.42,40028
20100519,ABT,47.84,48.35,47.81,47.94,91881
20100519,ADBE,33.24,33.66,32.53,32.88,60981
20100519,ADI,28.07,29.18,27.57,28.77,124263
20100519,ADM,26.6,26.79,26.4,26.67,43846
20100519,ADP,41.49,42.02,41.44,41.59,45130
20100519,ADSK,30.21,30.5,29.63,30.35,74515
20100519,AEE,24.94,25.0396,24.42,24.7,17994
20100519,AEP,32.45,32.53,32.02,32.31,37446
20100519,AES,9.92,10.03,9.67,9.82,112389
20100519,AET,29.68,30.16,29.42,29.98,37940
20100519,AFL,44.7,45.19,43.125,44.34,77234
20100519,AGN,61.1,61.55,60.21,60.92,19807
20100519,AIG,37.23,38.94,36.4,37.33,93695
20100519,AIV,20.59,21.14,19.82,20.43,22572
20100519,AIZ,35.14,35.66,34.6201,35.42,16889
20100519,AKAM,39.82,40.88,39.08,39.95,40349
20100519,AKS,14.07,14.55,13.77,14.4,134702
20100519,ALL,31.07,31.65,30.9,31.38,54599
20100519,ALTR,23.31,23.85,22.97,23.6,92949
20100519,AMAT,12.9,13.21,12.78,13.02,361273
20100519,AMD,8.23,8.63,8.2,8.47,298703
20100519,AMGN,54.41,55.76,54.34,55.26,58170
20100519,AMP,41.01,41.8,40.55,41.24,43601
20100519,AMT,40.93,41.02,39.86,40.49,40302
20100519,AMZN,125.5,127.93,123.8,124.59,64645
20100519,AN,19,19.335,18.74,19.11,38912
20100519,ANF,37.78,38.48,36.11,37.27,78020
20100519,AON,40.76,41.11,40.14,40.45,28329
20100519,APA,93.54,94.59,91.2,93.26,50468
20100519,APC,58,58.11,55.72,56.68,63369
20100519,APD,69.78,69.81,68.62,69.39,14133
20100519,APH,43.87,44.1,42.42,42.99,14564
20100519,APOL,54.47,56.68,54.1,56.18,48263
20100519,ARG,62.53,62.97,61.5,61.97,23289
20100519,ATI,51.28,52.98,49.6,51.15,20271
20100519,AVB,97.91,99.49,94.95,97.78,12614
20100519,AVP,27.6,27.635,26.88,27.21,56426
20100519,AVY,35.49,35.82,34.94,35.43,15848
20100519,AXP,39.35,40.78,39.14,40.17,155971
20100519,AYE,20.5,20.62,20.21,20.48,27328
20100519,AZO,180,184.19,179.5,182.04,4443
20100519,BA,66.85,67.55,65.285,66.21,99743
20100519,BAC,15.8,16.46,15.8,16.31,2607140
20100519,BAX,43.38,43.5,42.4,42.6,112188
20100519,BBBY,43.07,44.21,43.07,43.95,39824
20100519,BBT,32.28,33.02,31.74,32.29,83385
20100519,BBY,42.2,42.93,41.55,42.08,52880
20100519,BCR,82.68,83.49,82.68,82.99,7573
20100519,BDX,74.29,74.56,73.27,73.73,22287
20100519,BEN,103.33,105.02,101.71,103.78,15350
20100519,BF.B,57.3,57.74,56.98,57.41,2383
20100519,BHI,44.25,44.7,42.46,43.73,72711
20100519,BIG,35.93,36.26,35.38,36.05,14684
20100519,BIIB,50.69,51.04,50.01,50.46,25330
20100519,BK,29.01,29.37,28.56,28.78,129071
20100519,BLL,50.83,51.15,50,50.71,6564
20100519,BMC,37.54,37.96,37.03,37.47,24989
20100519,BMS,29.61,29.94,29.08,29.46,19353
20100519,BMY,23.46,23.85,23.31,23.71,164240
20100519,BRCM,31.9,32.81,31.67,32.58,120865
20100519,BRK.B,75.05,76.3,74.26,75.83,46755
20100519,BSX,6.68,6.73,6.57,6.7,188650
20100519,BTU,38.58,39.04,37.26,38.49,83590
20100519,BXP,76.18,77.86,74.18,76.05,18693
20100519,C,3.725,3.85,3.71,3.81,9204529
20100519,CA,20.55,20.635,20.24,20.47,68388
20100519,CAG,24.4,24.84,24.24,24.83,72511
20100519,CAH,34.23,34.45,33.85,34.14,29624
20100519,CAM,36.89,37.2,34.78,36.51,56699
20100519,CAT,62.94,63.17,59.28,61.44,185847
20100519,CB,51.06,51.62,50.52,51.14,29215
20100519,CBG,15.08,15.43,14.64,15.11,38858
20100519,CBS,14.75,15.095,14.41,14.91,131940
20100519,CCE,25.7,25.93,25.35,25.76,61691
20100519,CCL,37.15,37.475,36.31,37.02,69346
20100519,CEG,35.11,35.12,34.24,34.68,22429
20100519,CELG,57.65,59.07,57.51,58.29,26185
